holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,holiday_flag,hour,day_of_week,month,weekend,temp_c,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,is_low_visibility,severe_weather,wet_weather,temp_scaled,clouds_all_scaled,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,congestion_category,traffic_category,high_risk
None,289.38,0.0,0.0,1,Clear,sky is clear,2012-10-02 20:00:00,2784.0,0,20,1,10,0,16.230000000000018,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,0.6108264068535569,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,288.61,0.0,0.0,1,Clear,sky is clear,2012-10-02 21:00:00,2361.0,0,21,1,10,0,15.460000000000036,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,0,0.5520259200962679,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,287.16,0.0,0.0,1,Clear,sky is clear,2012-10-02 22:00:00,1529.0,0,22,1,10,0,14.010000000000048,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,0,0.44129773074812445,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,285.45,0.0,0.0,1,Clear,sky is clear,2012-10-02 23:00:00,963.0,0,23,1,10,0,12.300000000000011,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,0.3107148315858274,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,284.63,0.0,0.0,1,Clear,sky is clear,2012-10-03 00:00:00,506.0,0,0,2,10,0,11.480000000000018,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0.24809613140273942,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-03 01:00:00,321.0,0,1,2,10,0,10.32000000000005,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0.15951357992422643,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,281.18,0.0,0.0,1,Clear,sky is clear,2012-10-03 02:00:00,273.0,0,2,2,10,0,8.03000000000003,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,-0.015360594977327145,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,281.09,0.0,0.0,1,Clear,sky is clear,2012-10-03 03:00:00,367.0,0,3,2,10,0,7.939999999999998,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,-0.022233379143766118,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,279.53,0.0,0.0,1,Clear,sky is clear,2012-10-03 04:00:00,814.0,0,4,2,10,0,6.3799999999999955,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,-0.14136163802866636,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718.0,0,5,2,10,0,5.470000000000027,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,0,-0.21085312237818896,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673.0,0,6,2,10,0,5.080000000000041,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,-0.24063518709941292,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511.0,0,8,2,10,0,4.970000000000027,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0,0,0,-0.24903525663616974,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471.0,0,9,2,10,0,9.330000000000041,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0,0,0,0.08391295409342377,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097.0,0,12,2,10,0,18.82000000000005,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0.8086098623098998,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887.0,0,13,2,10,0,20.08000000000004,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0.9048288406400107,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,High,Medium,0
None,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337.0,0,14,2,10,0,21.160000000000025,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,0.987302250637248,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692.0,0,15,2,10,0,22.02000000000004,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,0,0,1.052975521560976,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137.0,0,16,2,10,0,21.980000000000018,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1.049920950820336,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623.0,0,18,2,10,0,20.510000000000048,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,0,0.9376654761018747,-0.6257042690682768,0,1,0,0,0,0,0,0,0,0,0,High,Medium,0
None,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591.0,0,19,2,10,0,17.5,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0,0,0,0.7078090278688267,-0.6257042690682768,0,1,0,0,0,0,0,0,0,0,0,High,Low,0
None,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898.0,0,20,2,10,0,15.04000000000002,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,0.5199529273195628,-0.6257042690682768,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637.0,0,21,2,10,0,13.950000000000045,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0,0,0.4367158746371666,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777.0,0,22,2,10,0,13.100000000000023,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,0,0.37180624639859755,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015.0,0,23,2,10,0,12.110000000000014,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0,0,0.29620562056779487,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598.0,0,0,3,10,0,11.400000000000034,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,0.24198698992146372,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369.0,0,1,3,10,0,10.32000000000005,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,0.15951357992422643,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312.0,0,2,3,10,0,10.020000000000039,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0.13660429936943708,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367.0,0,3,3,10,0,8.890000000000043,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,0,0,0.050312675946400855,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835.0,0,4,3,10,0,8.54000000000002,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0.023585181965812566,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726.0,0,5,3,10,0,8.170000000000016,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,0,0,-0.004669597385093566,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689.0,0,6,3,10,0,7.590000000000032,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,0,-0.04896087312435007,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990.0,0,7,3,10,0,7.420000000000016,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,0,0,-0.061942798772064746,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985.0,0,8,3,10,0,8.710000000000036,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0,0,0,0.03656710761352725,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309.0,0,9,3,10,0,11.830000000000041,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0,0,0,0.2748236253833277,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603.0,0,10,3,10,0,16.03000000000003,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0.5955535531503655,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,High,Medium,0
None,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884.0,0,11,3,10,0,18.400000000000034,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0,0,0,0.7765368695331948,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,High,Medium,0
None,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104.0,0,12,3,10,0,21.82000000000005,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,0,0,1.0377026678577845,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178.0,0,13,3,10,0,23.230000000000018,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,1.1453762864652879,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501.0,0,14,3,10,0,24.170000000000016,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,0,1.2171586988702916,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713.0,0,15,3,10,0,25.02000000000004,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,0,0,1.2820683271088607,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0
None,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292.0,0,16,3,10,0,24.910000000000025,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,1.273668257572104,-0.6257042690682768,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057.0,0,17,3,10,0,24.52000000000004,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,0,0,1.24388619285088,-0.6257042690682768,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907.0,0,18,3,10,0,23.210000000000036,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,0,1.14384900109497,-0.10869176492012654,0,1,0,0,0,0,0,0,0,0,0,High,Medium,0
None,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503.0,0,19,3,10,0,20.700000000000045,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,0.9521746871199073,-0.10869176492012654,0,1,0,0,0,0,0,0,0,0,0,High,Low,0
None,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037.0,0,20,3,10,0,19.28000000000003,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0.8437374258272405,-0.10869176492012654,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822.0,0,21,3,10,0,18.620000000000005,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,0,0.7933370086067041,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992.0,0,22,3,10,0,18.210000000000036,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0.7620276585151622,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166.0,0,23,3,10,0,17.970000000000027,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0,0,0.7437002340713308,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627.0,0,0,4,10,0,17.480000000000018,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0.7062817424985088,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388.0,0,1,4,10,0,17.310000000000002,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,0.6932998168507942,-0.10869176492012654,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368.0,0,3,4,10,0,16.110000000000014,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,0,0,0.6016626946316411,-1.142716773216427,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0
None,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489.0,0,5,4,10,0,10.060000000000002,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,0,0,0.13965887011007277,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537.0,0,6,4,10,0,9.090000000000032,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,0.0655855296495923,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628.0,0,7,4,10,0,8.54000000000002,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,0,0.023585181965812566,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534.0,0,8,4,10,0,7.420000000000016,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0,0,0,-0.061942798772064746,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403.0,0,9,4,10,0,6.8700000000000045,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0,0,0,-0.10394314645584449,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770.0,0,10,4,10,0,6.960000000000036,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,-0.0970703622894055,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,High,Medium,0
None,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217.0,0,11,4,10,0,6.850000000000023,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,-0.10547043182616232,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870.0,0,12,4,10,0,7.3799999999999955,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,-0.06499736951270477,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967.0,0,13,4,10,0,8.28000000000003,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,0.00373047215166325,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108.0,0,14,4,10,0,8.629999999999995,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,0.030457966132247195,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128.0,0,15,4,10,0,8.760000000000048,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0,0,0.0403853210393262,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069.0,0,16,4,10,0,8.580000000000041,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0.02663975270645259,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169.0,0,17,4,10,0,8.270000000000039,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,0,0.0029668294665043285,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0
None,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384.0,0,18,4,10,0,7.720000000000027,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,0,-0.03903351821727541,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Severe,Medium,0
None,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063.0,0,19,4,10,0,7.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,0,0,-0.09401579154876982,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,High,Low,0
None,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364.0,0,20,4,10,0,6.6299999999999955,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,-0.12227057089967595,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971.0,0,21,4,10,0,6.5,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,0,-0.1321979258067506,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450.0,0,22,4,10,0,6.07000000000005,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,-0.16503456126861027,-0.10869176492012654,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832.0,0,23,4,10,0,5.910000000000025,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,0,0,-0.17725284423116602,-0.10869176492012654,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0
None,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231.0,0,0,5,10,1,5.660000000000025,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.19634391136015641,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718.0,0,1,5,10,1,5.400000000000034,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.21619862117430574,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545.0,0,2,5,10,1,5.439999999999998,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.21314405043367005,1.183839495450249,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411.0,0,4,5,10,1,3.840000000000032,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.33532688005920597,0.7960801173391363,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688.0,0,5,5,10,1,3.2000000000000455,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.3842000119094203,-0.6257042690682768,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0
None,275.4,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1352.0,0,6,5,10,1,2.25,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.4567460669995873,-1.1168661480090194,1,0,0,0,0,0,0,0,0,0,0,Medium,Low,0
