holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,holiday_flag,hour,day_of_week,month,weekend,temp_c,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,is_low_visibility,severe_weather,wet_weather,temp_scaled,clouds_all_scaled,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,congestion_category,traffic_category,high_risk,split
None,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884.0,0,11,3,10,0,18.400000000000034,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0,0,0,0.8064754692097701,-1.154716366317647,1,0,0,0,0,0,0,0,0,0,0,High,Medium,0,train
None,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104.0,0,12,3,10,0,21.82000000000005,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,0,0,1.0664462710855094,-1.154716366317647,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0,train
None,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178.0,0,13,3,10,0,23.230000000000018,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,1.1736272157184868,-1.154716366317647,1,0,0,0,0,0,0,0,0,0,0,Severe,Medium,0,train
None,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501.0,0,14,3,10,0,24.170000000000016,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,0,1.2450811788071396,-1.154716366317647,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713.0,0,15,3,10,0,25.02000000000004,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,0,0,1.3096938050043279,-1.154716366317647,1,0,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292.0,0,16,3,10,0,24.910000000000025,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,1.3013321710258674,-0.6610100660322542,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057.0,0,17,3,10,0,24.52000000000004,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,0,0,1.2716863778295122,-0.6610100660322542,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907.0,0,18,3,10,0,23.210000000000036,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,0,1.1721069186314954,-0.14131922362657742,0,1,0,0,0,0,0,0,0,0,0,High,Medium,0,train
None,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503.0,0,19,3,10,0,20.700000000000045,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,0.9813096342139223,-0.14131922362657742,0,1,0,0,0,0,0,0,0,0,0,High,Low,0,train
None,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037.0,0,20,3,10,0,19.28000000000003,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0.873368541037445,-0.14131922362657742,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822.0,0,21,3,10,0,18.620000000000005,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,0,0.8231987371666866,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992.0,0,22,3,10,0,18.210000000000036,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0.7920326468833403,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166.0,0,23,3,10,0,17.970000000000027,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0,0,0.7737890818394282,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0,train
None,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627.0,0,0,4,10,0,17.480000000000018,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0.7365418032081082,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0,train
None,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388.0,0,1,4,10,0,17.310000000000002,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,0.7236192779686698,-0.14131922362657742,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0,train
None,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368.0,0,3,4,10,0,16.110000000000014,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,0,0,0.6324014527491134,-1.180700908437931,1,0,0,0,0,0,0,0,0,0,0,Low,Low,0,train
None,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489.0,0,5,4,10,0,10.060000000000002,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,0,0,0.1725115839338448,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537.0,0,6,4,10,0,9.090000000000032,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,0.09877717521470493,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628.0,0,7,4,10,0,8.54000000000002,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,0,0.056969005322407,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534.0,0,8,4,10,0,7.420000000000016,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0,0,0,-0.028167631549180106,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403.0,0,9,4,10,0,6.8700000000000045,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0,0,0,-0.06997580144147804,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Severe,Medium,0,train
None,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770.0,0,10,4,10,0,6.960000000000036,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,-0.06313446455000883,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,High,Medium,0,train
None,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217.0,0,11,4,10,0,6.850000000000023,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,-0.07149609852846928,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,Medium,0,train
None,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870.0,0,12,4,10,0,7.3799999999999955,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,-0.0312082257231669,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967.0,0,13,4,10,0,8.28000000000003,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,0.03720514319150362,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108.0,0,14,4,10,0,8.629999999999995,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,0.06381034221387188,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128.0,0,15,4,10,0,8.760000000000048,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0,0,0.0736922732793279,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069.0,0,16,4,10,0,8.580000000000041,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0.0600095994963938,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169.0,0,17,4,10,0,8.270000000000039,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,0,0.036444994648008,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,High,0,train
None,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384.0,0,18,4,10,0,7.720000000000027,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,0,-0.005363175244289931,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Severe,Medium,0,train
None,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063.0,0,19,4,10,0,7.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,0,0,-0.06009387037602635,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,High,Low,0,train
None,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364.0,0,20,4,10,0,6.6299999999999955,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,-0.08821936648539018,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,High,Low,0,train
None,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971.0,0,21,4,10,0,6.5,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,0,-0.09810129755084186,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450.0,0,22,4,10,0,6.07000000000005,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,-0.1307876849211794,-0.14131922362657742,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832.0,0,23,4,10,0,5.910000000000025,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,0,0,-0.1429500616171223,-0.14131922362657742,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231.0,0,0,5,10,1,5.660000000000025,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.16195377520453003,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Medium,Low,0,train
None,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718.0,0,1,5,10,1,5.400000000000034,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.18171763733543342,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0,train
None,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545.0,0,2,5,10,1,5.439999999999998,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.17867704316145094,1.1579078823876143,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0,train
None,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411.0,0,4,5,10,1,3.840000000000032,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.300300810120858,0.7681397505833568,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0,train
None,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688.0,0,5,5,10,1,3.2000000000000455,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,0,0,-0.3489503169046208,-0.6610100660322542,0,1,0,0,0,0,0,0,0,0,0,Low,Low,0,train
